ID,latitude,longitude,suburb,municipality
8232,-37.96306,145.01979,Black Rock,City of Bayside
8233,-37.7831762,144.9860799,Fitzroy North,City of Yarra
8234,-37.8057226,144.9628069,Carlton,City of Melbourne
8235,-37.70109,144.88491,Tullamarine,City of Hume
8236,-37.69939,144.88698,Tullamarine,City of Hume
8237,-37.74754,145.2678,Wonga Park,City of Manningham
8238,-37.8369683,144.9964622,South Yarra,City of Stonnington
8239,-37.80851,144.96039,Melbourne,City of Melbourne
8240,-37.81579,144.98919,East Melbourne,City of Melbourne
8241,-37.74032,144.96692,Coburg,City of Merri-bek
8242,-37.81761,145.11768,Box Hill,City of Whitehorse
8243,-38.13292,145.16397,Frankston,City of Frankston
8244,-37.8604,144.97988,St Kilda,City of Port Phillip
8245,-37.81454,145.00541,Richmond,City of Yarra
8246,-37.8101,144.98895,East Melbourne,City of Melbourne
8247,-37.80961,144.98711,East Melbourne,City of Melbourne
8248,-37.80966,144.98855,East Melbourne,City of Melbourne
8249,-37.80987,144.98868,East Melbourne,City of Melbourne
8250,-37.80991,144.9869,East Melbourne,City of Melbourne
8251,-37.77005,144.76435,Deer Park,City of Brimbank
8252,-37.71873,144.92046,Oak Park,City of Merri-bek
8253,-37.62197,145.37258,Yarra Glen,Shire of Yarra Ranges
8254,-37.81399,145.11649,Box Hill,City of Whitehorse
8255,-37.7768979,144.9574138,Brunswick,City of Merri-bek
8256,-37.83653,144.99375,South Yarra,City of Stonnington
8257,-37.81087,144.95938,Melbourne,City of Melbourne
8258,-37.81147,144.98703,East Melbourne,City of Melbourne
8259,-37.93901,145.00681,Hampton,City of Bayside
8260,-37.71704,144.92046,Oak Park,City of Merri-bek
8261,-37.81851,144.95542,Melbourne,City of Melbourne
8262,-37.76449,144.97459,Brunswick East,City of Merri-bek
8263,-37.8208,144.94194,Docklands,City of Melbourne
8264,-37.79631,144.97548,Fitzroy,City of Yarra
8265,-38.07155,145.43837,Pakenham,Shire of Cardinia
8266,-37.81261,144.96279,Melbourne,City of Melbourne
8267,-37.819361,145.19328,Mitcham,City of Whitehorse
8268,-37.78149835,144.7653346,Deer Park,City of Brimbank
8269,-37.80792,144.96662,Melbourne,City of Melbourne
8270,-37.83914,144.99419,South Yarra,City of Stonnington
8271,-37.8049181,144.9639338,Carlton,City of Melbourne
8272,-37.8276,144.96235,Southbank,City of Melbourne
8273,-37.8269008,144.9595298,Southbank,City of Melbourne
8274,-37.8774699,144.6728793,Werribee,City of Wyndham
8275,-37.814,144.95312,Melbourne,City of Melbourne
8276,-37.82403,144.96369,Southbank,City of Melbourne
8277,-37.83697679,144.9669056,South Melbourne,City of Port Phillip
8278,-38.18325,145.15557,Frankston South,City of Frankston
8279,-37.60965,145.11608,Doreen,City of Whittlesea
8280,-37.82133,144.9647,Southbank,City of Melbourne
8281,-37.8573202,144.9685516,St Kilda West,City of Port Phillip
8282,-37.79584,144.96826,Carlton,City of Melbourne
8283,-37.80184,144.98225,Fitzroy,City of Yarra
8284,-37.84949,145.13487,Burwood East,City of Whitehorse
8285,-37.86471,144.99092,St Kilda,City of Port Phillip
8286,-37.753,145.00273,Thornbury,City of Darebin
8287,-37.8985028,144.620613,Wyndham Vale,City of Wyndham
8288,-37.9793351,145.2388468,Doveton,City of Casey
8289,-37.6894531,144.8736591,Tullamarine,City of Hume
8290,-37.8515279,145.0154295,Armadale,City of Stonnington
8291,-38.00326,145.1749,Keysborough,City of Greater Dandenong
8292,-37.83722,144.96765,South Melbourne,City of Port Phillip
8293,-37.83102,145.23229,Heathmont,City of Maroondah
8294,-37.8834538,144.9790859,Elwood,City of Port Phillip
8295,-37.78981,144.92229,Kensington,City of Melbourne
8296,-37.83247,144.97008,South Melbourne,City of Port Phillip
8297,-37.82022,144.93942,Docklands,City of Melbourne
8298,-37.79604,144.90165,Footscray,City of Maribyrnong
8299,-37.78393,144.91877,Flemington,City of Moonee Valley
8300,-38.12571339,145.3000343,Cranbourne East,City of Casey
8301,-37.81556,144.95224,Docklands,City of Melbourne
8302,-37.85339116,144.9960166,Windsor,City of Stonnington
8303,-37.8175531,144.9657444,Melbourne,City of Melbourne
8304,-37.83836,144.93937,Port Melbourne,City of Port Phillip
8305,-37.767451,144.961874,Brunswick,City of Merri-bek
8306,-37.79864,144.98371,Fitzroy,City of Yarra
8307,-37.814996,144.9660285,Melbourne,City of Melbourne
8308,-37.90391,144.99945,Brighton,City of Bayside
8309,-37.90152,145.44471,Emerald,Shire of Yarra Ranges
8310,-37.82344,144.96687,Southbank,City of Melbourne
8311,-37.7979343,144.8661386,West Footscray,City of Maribyrnong
8312,-38.15561,145.1603,Frankston,City of Frankston
8313,-37.81313,144.95455,Melbourne,City of Melbourne
8314,-37.81348661,144.9430971,Docklands,City of Melbourne
8315,-37.8385,144.99785,South Yarra,City of Stonnington
8316,-37.785,144.83471,Sunshine,City of Brimbank
8317,-37.91738,145.11395,Clayton,City of Monash
8318,-37.7574,145.29981,Chirnside Park,Shire of Yarra Ranges
8319,-37.81572,145.11766,Box Hill,City of Whitehorse
8320,-37.74734,145.0679,Rosanna,City of Banyule
8321,-37.70398,144.937,Glenroy,City of Merri-bek
8322,-37.86341,144.90947,Williamstown,City of Hobsons Bay
8323,-37.81571,144.95317,Melbourne,City of Melbourne
8324,-37.84413,145.00974,Toorak,City of Stonnington
8325,-37.90975,144.75901,Point Cook,City of Wyndham
8326,-37.8161924,144.971196,Melbourne,City of Melbourne
8327,-37.80742,144.96076,Melbourne,City of Melbourne
8328,-37.89654,144.61303,Wyndham Vale,City of Wyndham
8329,-37.8179,145.11669,Box Hill,City of Whitehorse
8330,-37.85074,144.99154,Prahran,City of Stonnington
8331,-37.75564,144.96067,Brunswick,City of Merri-bek
8332,-37.7557,144.9591,Brunswick,City of Merri-bek
8333,-37.80016,144.97525,Fitzroy,City of Yarra
8334,-37.82235,144.95355,Docklands,City of Melbourne
8335,-37.76221,144.99477,Thornbury,City of Darebin
8336,-37.82235,144.96318,Southbank,City of Melbourne
8337,-37.82233,145.00832,Richmond,City of Yarra
8338,-37.75578,144.95925,Brunswick,City of Merri-bek
8339,-37.75417,144.96127,Coburg,City of Merri-bek
8340,-37.80741,145.1224,Box Hill North,City of Whitehorse
8341,-37.80877022,144.9602457,Melbourne,City of Melbourne
8342,-37.85969,145.00187,St Kilda East,City of Port Phillip
8343,-37.82951,144.96571,Southbank,City of Melbourne
8344,-37.98395,145.17359,Keysborough,City of Greater Dandenong
8345,-37.98733,145.15964,Keysborough,City of Greater Dandenong
8346,-37.67501,144.90705,Westmeadows,City of Hume
8347,-37.82762,144.95637,Southbank,City of Melbourne
8348,-37.8375641,144.9890015,South Yarra,City of Stonnington
8349,-37.84241,144.94019,Port Melbourne,City of Port Phillip
8350,-37.77688,144.99611,Northcote,City of Darebin
8351,-37.813751,144.9550317,Melbourne,City of Melbourne
8352,-37.76733,144.82254,Sunshine North,City of Brimbank
8353,-37.84358,144.94232,Port Melbourne,City of Port Phillip
8354,-37.8102205,144.9662652,Melbourne,City of Melbourne
8355,-37.8674708,144.9847664,St Kilda,City of Port Phillip
8356,-37.82411,144.96505,Southbank,City of Melbourne
8357,-37.77603,144.97763,Brunswick East,City of Merri-bek
8358,-37.77438,144.9758,Brunswick East,City of Merri-bek
8359,-37.77397,144.97726,Brunswick East,City of Merri-bek
8360,-37.77401,144.97551,Brunswick East,City of Merri-bek
8361,-37.80443,144.96339,Carlton,City of Melbourne
8362,-37.82358,145.04395,Hawthorn,City of Boroondara
8363,-37.87068033,145.16573,Glen Waverley,City of Monash
8364,-37.61757,144.88583,Greenvale,City of Hume
8365,-37.80987,144.95997,Melbourne,City of Melbourne
8366,-37.8242,144.96272,Southbank,City of Melbourne
8367,-37.82459,144.96228,Southbank,City of Melbourne
8368,-37.54263,144.90964,Mickleham,City of Hume
8369,-37.8157157,144.9529559,Melbourne,City of Melbourne
8370,-37.814609,144.9573801,Melbourne,City of Melbourne
8371,-37.82792,144.95802,Southbank,City of Melbourne
8372,-37.74925,145.01632,Preston,City of Darebin
8373,-37.81377,144.95814,Melbourne,City of Melbourne
8374,-37.8301549,144.9500578,South Melbourne,City of Port Phillip
8375,-37.83884,144.95617,Albert Park,City of Port Phillip
8376,-37.82863,144.95592,Southbank,City of Port Phillip
8377,-37.83045,144.94887,South Melbourne,City of Port Phillip
8378,-37.77812,144.96983,Brunswick,City of Merri-bek
8379,-37.826,144.96264,Southbank,City of Melbourne
8380,-37.85623,144.98736,St Kilda,City of Port Phillip
8381,-37.93243,145.10934,Clayton South,City of Kingston
8382,-38.10857,145.26013,Cranbourne West,City of Casey
8383,-38.14196,145.11939,Frankston,City of Frankston
8384,-37.8100732,144.9570966,Melbourne,City of Melbourne
8385,-37.80808,144.96571,Melbourne,City of Melbourne
8386,-37.96642,145.32069,Lysterfield,Shire of Yarra Ranges
8387,-37.81301,144.9565,Melbourne,City of Melbourne
8388,-37.81566,144.95287,Melbourne,City of Melbourne
8389,-37.8107246,144.9478918,West Melbourne,City of Melbourne
8390,-37.85007,145.01647,Armadale,City of Stonnington
8391,-37.78363,144.9763,Carlton North,City of Yarra
8392,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8393,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8394,-37.82429,144.99038,Richmond,City of Yarra
8395,-37.82317,144.95949,Southbank,City of Melbourne
8396,-37.82329,144.96115,Southbank,City of Melbourne
8397,-37.82289,144.95922,Southbank,City of Melbourne
8398,-37.8246,144.95806,Southbank,City of Melbourne
8399,-37.8498973,145.0084645,Prahran,City of Stonnington
8400,-37.94605,145.13932,Clayton South,City of Kingston
8401,-37.79976,144.9822,Fitzroy,City of Yarra
8402,-37.84738,144.94876,Albert Park,City of Port Phillip
8403,-37.8381995,144.9928124,South Yarra,City of Stonnington
8404,-37.91671,144.63207,Werribee,City of Wyndham
8405,-37.86175,145.36307,Olinda,Shire of Yarra Ranges
8406,-37.81498,144.95403,Melbourne,City of Melbourne
8407,-37.8118393,145.2240216,Ringwood,City of Maroondah
8408,-37.74693,144.92996,Pascoe Vale South,City of Merri-bek
8409,-37.70972,145.0769,Watsonia,City of Banyule
8410,-37.5469523,144.9609441,Donnybrook,City of Whittlesea
8411,-37.82655,145.12245,Box Hill,City of Whitehorse
8412,-37.636721,145.065508,South Morang,City of Whittlesea
8413,-37.7005799,145.5379468,Badger Creek,Shire of Yarra Ranges
8414,-37.7005799,145.5379468,Badger Creek,Shire of Yarra Ranges
8415,-37.87728,144.66878,Werribee,City of Wyndham
8416,-37.82237,144.95126,Docklands,City of Melbourne
8417,-37.81616,144.99666,Richmond,City of Yarra
8418,-37.88368,144.99796,Elsternwick,City of Glen Eira
8419,-37.81417,144.95401,Melbourne,City of Melbourne
8420,-37.75448,145.05552,Heidelberg Heights,City of Banyule
8421,-37.80339,144.89557,Footscray,City of Maribyrnong
8422,-37.83212,144.96655,South Melbourne,City of Port Phillip
8423,-37.80461,144.88988,Seddon,City of Maribyrnong
8424,-37.75648,144.90428,Aberfeldie,City of Moonee Valley
8425,-37.83316,144.97006,South Melbourne,City of Port Phillip
8426,-37.85087,144.96505,Middle Park,City of Port Phillip
8427,-37.8089991,144.9610792,Melbourne,City of Melbourne
8428,-37.87707,145.14027,Mount Waverley,City of Monash
8429,-37.81908,144.94765,Docklands,City of Melbourne
8430,-37.81577937,144.9528807,Melbourne,City of Melbourne
8431,-37.86186,144.97696,St Kilda,City of Port Phillip
8432,-37.84076,144.97771,Melbourne,City of Melbourne
8433,-37.754295,145.059054,Heidelberg,City of Banyule
8434,-37.9524633,145.5514666,Gembrook,Shire of Cardinia
8435,-37.87847,145.10397,Chadstone,City of Monash
8436,-37.78576,144.94129,Parkville,City of Melbourne
8437,-37.809,144.96102,Melbourne,City of Melbourne
8438,-37.90861,145.20219,Wheelers Hill,City of Monash
8439,-37.8233939,144.9916052,Richmond,City of Yarra
8440,-37.86403,144.97501,St Kilda,City of Port Phillip
8441,-37.62367,145.37005,Yarra Glen,Shire of Yarra Ranges
8442,-37.8915,145.08643,Malvern East,City of Stonnington
8443,-37.82026,144.94227,Docklands,City of Melbourne
8444,-37.89025,145.08828,Malvern East,City of Stonnington
8445,-37.88489,144.99149,Elwood,City of Port Phillip
8446,-37.89154,145.08792,Malvern East,City of Stonnington
8447,-37.8124294,144.9608309,Melbourne,City of Melbourne
8448,-37.8157157,144.9529559,Melbourne,City of Melbourne
8449,-37.87886,144.66436,Werribee,City of Wyndham
8450,-37.82503,144.99372,Richmond,City of Yarra
8451,-37.8892095,145.3875717,The Patch,Shire of Yarra Ranges
8452,-37.8289,144.96714,Southbank,City of Melbourne
8453,-37.82271239,144.9614621,Southbank,City of Melbourne
8454,-37.8164,144.95389,Melbourne,City of Melbourne
8455,-37.83514,144.97228,South Melbourne,City of Port Phillip
8456,-37.82278,144.7025,Tarneit,City of Wyndham
8457,-37.85916,144.97276,St Kilda West,City of Port Phillip
8458,-37.80184,144.98225,Fitzroy,City of Yarra
8459,-37.8157157,144.9529559,Melbourne,City of Melbourne
8460,-37.81473,144.9548,Melbourne,City of Melbourne
8461,-37.81153,144.95692,Melbourne,City of Melbourne
8462,-37.75317,145.67506,Warburton,Shire of Yarra Ranges
8463,-37.92158,145.12988,Clayton,City of Monash
8464,-37.77383,144.97805,Brunswick East,City of Merri-bek
8465,-37.83134,144.97067,Melbourne,City of Port Phillip
8466,-37.82012,144.93915,Docklands,City of Melbourne
8467,-37.8583,144.98018,St Kilda,City of Port Phillip
8468,-37.86777,144.61587,Wyndham Vale,City of Wyndham
8469,-37.75970078,144.9259949,Moonee Ponds,City of Moonee Valley
8470,-37.8100936,144.9587809,Melbourne,City of Melbourne
8471,-37.77529,144.77365,Deer Park,City of Brimbank
8472,-37.823361,144.963506,Southbank,City of Melbourne
8473,-37.81471366,144.9532983,Melbourne,City of Melbourne
8474,-37.8531443,144.9604307,Middle Park,City of Port Phillip
8475,-37.815446,144.9541165,Melbourne,City of Melbourne
8476,-37.82369,144.963,Southbank,City of Melbourne
8477,-37.81399,144.99328,Richmond,City of Yarra
8478,-37.81752,144.95488,Melbourne,City of Melbourne
8479,-37.8157157,144.9529559,Melbourne,City of Melbourne
8480,-37.77597,144.97606,Brunswick East,City of Merri-bek
8481,-37.7512575,144.9143506,Essendon,City of Moonee Valley
8482,-37.7706241,144.8804376,Maribyrnong,City of Maribyrnong
8483,-37.7397585,144.8009317,St Albans,City of Brimbank
8484,-37.9200341,145.1125395,Clayton,City of Monash
8485,-37.8164352,145.1229096,Box Hill,City of Whitehorse
8486,-37.75497,144.95185,Brunswick West,City of Merri-bek
8487,-37.85991,144.97737,St Kilda,City of Port Phillip
8488,-37.82430357,144.9668724,Southbank,City of Melbourne
8489,-37.7865802,145.1432939,Doncaster,City of Manningham
8490,-37.78573,145.14398,Doncaster,City of Manningham
8491,-37.78847,144.99561,Clifton Hill,City of Yarra
8492,-37.8358,144.93522,Port Melbourne,City of Port Phillip
8493,-37.874199,145.0009017,St Kilda East,City of Glen Eira
8494,-37.87162,144.9855,St Kilda,City of Port Phillip
8495,-37.76478,144.97138,Brunswick,City of Merri-bek
8496,-37.81586,144.95488,Melbourne,City of Melbourne
8497,-37.80379,144.95698,North Melbourne,City of Melbourne
8498,-37.81504,144.95177,Docklands,City of Melbourne
8499,-37.81976,144.94111,Docklands,City of Melbourne
8500,-37.82217,144.95291,Docklands,City of Melbourne
8501,-37.82293,144.96297,Southbank,City of Melbourne
8502,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8503,-37.8092252,144.9613779,Melbourne,City of Melbourne
8504,-37.80655,144.96295,Carlton,City of Melbourne
8505,-37.80893,144.96149,Melbourne,City of Melbourne
8506,-37.81311953,144.9556356,Melbourne,City of Melbourne
8507,-37.82439,144.96357,Southbank,City of Melbourne
8508,-37.81491,144.95571,Melbourne,City of Melbourne
8509,-37.8132158,144.889476,Yarraville,City of Maribyrnong
8510,-37.86487,144.97941,St Kilda,City of Port Phillip
8511,-37.80632,144.96671,Carlton,City of Melbourne
8512,-37.80636,144.96813,Carlton,City of Melbourne
8513,-37.80487,144.96836,Carlton,City of Melbourne
8514,-37.84211,145.07038,Camberwell,City of Boroondara
8515,-37.81128,144.96182,Melbourne,City of Melbourne
8516,-38.1666825,145.1382947,Frankston South,City of Frankston
8517,-37.7355883,145.0947687,Viewbank,City of Banyule
8518,-37.7913215,145.1263537,Doncaster,City of Manningham
8519,-37.8112667,144.9592612,Melbourne,City of Melbourne
8520,-37.77376,144.87991,Maribyrnong,City of Maribyrnong
8521,-37.91087,144.78047,Point Cook,City of Wyndham
8522,-37.78779,145.12896,Doncaster,City of Manningham
8523,-37.78828,145.14319,Doncaster,City of Manningham
8524,-37.80469,144.96848,Carlton,City of Melbourne
8525,-37.83515,144.92003,Port Melbourne,City of Port Phillip
8526,-37.8253535,144.9590065,Southbank,City of Melbourne
8527,-37.8484594,145.3595857,Olinda,Shire of Yarra Ranges
8528,-37.84965,145.35853,Olinda,Shire of Yarra Ranges
8529,-37.80602,144.96826,Carlton,City of Melbourne
8530,-37.8100079,144.8981593,Seddon,City of Maribyrnong
8531,-38.13373,145.16212,Frankston,City of Frankston
8532,-37.80447,144.96636,Carlton,City of Melbourne
8533,-37.805435,144.9673633,Carlton,City of Melbourne
8534,-37.9612147,145.1753356,Noble Park,City of Greater Dandenong
8535,-37.84014049,144.985742,South Yarra,City of Melbourne
8536,-37.7189,144.92655,Oak Park,City of Merri-bek
8537,-37.80453,144.96625,Carlton,City of Melbourne
8538,-38.14391998,145.5065808,Koo Wee Rup,Shire of Cardinia
8539,-37.90443,145.07663,Hughesdale,City of Monash
8540,-37.81099119,144.9515472,West Melbourne,City of Melbourne
8541,-37.85270059,144.8909985,Williamstown,City of Hobsons Bay
8542,-37.8114956,144.9608127,Melbourne,City of Melbourne
8543,-37.74963,145.0152,Preston,City of Darebin
8544,-38.15563,145.12906,Frankston,City of Frankston
8545,-37.820665,144.991697,Richmond,City of Yarra
8546,-37.8255001,144.9621299,Southbank,City of Melbourne
8547,-37.86898054,144.9773103,St Kilda,City of Port Phillip
8548,-37.74802,144.93016,Pascoe Vale South,City of Merri-bek
8549,-37.77686807,144.9409264,Parkville,City of Melbourne
8550,-38.04139184,145.1119273,Edithvale,City of Kingston
8551,-37.8095,144.95971,Melbourne,City of Melbourne
8552,-37.80909,144.95916,Melbourne,City of Melbourne
8553,-37.70347,145.13833,Eltham North,Shire of Nillumbik
8554,-37.83793,144.99702,South Yarra,City of Stonnington
8555,-37.76621,144.95883,Brunswick,City of Merri-bek
8556,-37.8427163,144.9396756,Port Melbourne,City of Port Phillip
8557,-37.89795,145.33272,Upwey,Shire of Yarra Ranges
8558,-37.77301,144.88245,Maribyrnong,City of Maribyrnong
8559,-37.8156,144.94829,Docklands,City of Melbourne
8560,-38.14591,145.25325,Botanic Ridge,City of Casey
8561,-37.58083,144.93402,Craigieburn,City of Hume
8562,-37.829837,144.867084,South Kingsville,City of Hobsons Bay
8563,-37.8817644,144.6925387,Hoppers Crossing,City of Wyndham
8564,-37.84938,145.35933,Olinda,Shire of Yarra Ranges
8565,-37.6392,145.07363,South Morang,City of Whittlesea
8566,-37.82005,144.94098,Docklands,City of Melbourne
8567,-37.737742,144.993578,Preston,City of Darebin
8568,-37.8013705,145.0360095,Kew,City of Boroondara
8569,-37.83865,144.99347,South Yarra,City of Stonnington
8570,-37.84899,145.36015,Olinda,Shire of Yarra Ranges
8571,-37.8353575,144.9642059,South Melbourne,City of Port Phillip
8572,-37.84182754,144.8845723,Newport,City of Hobsons Bay
8573,-37.84174,144.88503,Newport,City of Hobsons Bay
8574,-37.82075,144.95957,Melbourne,City of Melbourne
8575,-37.87385,144.65661,Werribee,City of Wyndham
8576,-37.78052,145.2186,Park Orchards,City of Manningham
8577,-37.8087,144.96069,Melbourne,City of Melbourne
8578,-37.83232,145.36812,Kalorama,Shire of Yarra Ranges
8579,-37.77455,144.97811,Brunswick East,City of Merri-bek
8580,-37.87646,145.33564,Ferny Creek,Shire of Yarra Ranges
8581,-37.81711,144.95244,Docklands,City of Melbourne
8582,-37.8157157,144.9529559,Melbourne,City of Melbourne
8583,-37.8152,144.95409,Melbourne,City of Melbourne
8584,-37.84077,144.97587,Melbourne,City of Port Phillip
8585,-37.8817644,144.6925387,Hoppers Crossing,City of Wyndham
8586,-37.79591237,144.9769048,Fitzroy,City of Yarra
8587,-37.81486813,144.9524409,Melbourne,City of Melbourne
8588,-37.8500591,145.0467967,Glen Iris,City of Stonnington
8589,-37.69672,144.91764,Glenroy,City of Merri-bek
8590,-37.77237,144.97796,Brunswick East,City of Merri-bek
8591,-37.7970088,144.9263865,Kensington,City of Melbourne
8592,-37.8154047,144.9678522,Melbourne,City of Melbourne
8593,-38.07101,145.1211,Bonbeach,City of Kingston
8594,-37.84943,145.35904,Olinda,Shire of Yarra Ranges
8595,-37.82668,145.44244,Silvan,Shire of Yarra Ranges
8596,-37.81987,145.19356,Mitcham,City of Whitehorse
8597,-37.9401777,145.0219731,Hampton,City of Bayside
8598,-37.85755,144.97945,St Kilda,City of Port Phillip
8599,-37.83074,144.96844,South Melbourne,City of Melbourne
8600,-37.7904088,145.1257071,Doncaster,City of Manningham
8601,-37.82404,144.96255,Southbank,City of Melbourne
8602,-37.82076,144.95226,Docklands,City of Melbourne
8603,-37.9164303,145.0223841,Brighton East,City of Bayside
8604,-37.80765,144.96213,Melbourne,City of Melbourne
8605,-37.84116,144.94027,Port Melbourne,City of Port Phillip
8606,-37.82615,144.96175,Southbank,City of Melbourne
8607,-37.78772,144.92188,Kensington,City of Melbourne
8608,-37.9288233,145.4357873,Emerald,Shire of Cardinia
8609,-37.8243,145.04203,Hawthorn,City of Boroondara
8610,-37.80957,144.95766,Melbourne,City of Melbourne
8611,-37.83494,144.98705,South Yarra,City of Melbourne
8612,-38.09622,145.19693,Carrum Downs,City of Frankston
8613,-37.73103,145.00717,Preston,City of Darebin
8614,-37.8248658,144.9617732,Southbank,City of Melbourne
8615,-37.8554959,144.7497427,Williams Landing,City of Wyndham
8616,-37.81101,144.95758,Melbourne,City of Melbourne
8617,-37.83155,144.96902,South Melbourne,City of Port Phillip
8618,-37.7758153,144.7732406,Deer Park,City of Brimbank
8619,-37.82069,144.94294,Docklands,City of Melbourne
8620,-37.8112,144.95973,Melbourne,City of Melbourne
8621,-37.92157,145.12969,Clayton,City of Monash
8622,-37.825817,144.9640414,Southbank,City of Melbourne
8623,-37.8091,145.0071,Abbotsford,City of Yarra
8624,-37.81973,144.94155,Docklands,City of Melbourne
8625,-37.80312,144.86923,West Footscray,City of Maribyrnong
8626,-37.79497,144.97214,Carlton,City of Melbourne
8627,-37.80527,144.95503,North Melbourne,City of Melbourne
8628,-37.76616,144.89698,Maribyrnong,City of Maribyrnong
8629,-37.8368392,144.9974584,South Yarra,City of Stonnington
8630,-37.814564,144.9522856,Melbourne,City of Melbourne
8631,-37.81449,144.95285,Melbourne,City of Melbourne
8632,-37.82046,144.94317,Docklands,City of Melbourne
8633,-37.8136,144.71864,Truganina,City of Wyndham
8634,-37.755427,145.0557431,Ivanhoe,City of Banyule
8635,-37.86626892,145.1266691,Mount Waverley,City of Monash
8636,-37.81571581,144.9529558,Melbourne,City of Melbourne
8637,-37.81523,144.95537,Melbourne,City of Melbourne
8638,-37.83191,144.96939,South Melbourne,City of Port Phillip
8639,-37.8486957,145.1034677,Burwood,City of Whitehorse
8640,-37.83767239,144.994582,South Yarra,City of Stonnington
8641,-37.81712,144.95764,Melbourne,City of Melbourne
8642,-37.86401,144.97949,St Kilda,City of Port Phillip
8643,-37.81339,144.95282,Melbourne,City of Melbourne
8644,-37.84396,144.98913,South Yarra,City of Stonnington
8645,-37.8154,144.95267,Melbourne,City of Melbourne
8646,-37.8127358,144.9691262,Melbourne,City of Melbourne
8647,-37.87687,145.33328,Ferny Creek,Shire of Yarra Ranges
8648,-37.69006,145.05944,Bundoora,City of Whittlesea
8649,-37.82253,145.03426,Hawthorn,City of Boroondara
8650,-37.81943,145.3807,Kalorama,Shire of Yarra Ranges
8651,-37.81898,144.99872,Richmond,City of Yarra
8652,-37.82463,144.96043,Southbank,City of Melbourne
8653,-37.81424,144.95427,Melbourne,City of Melbourne
8654,-37.8129,144.95623,Melbourne,City of Melbourne
8655,-37.820056,144.9415755,Docklands,City of Melbourne
8656,-37.66283296,145.068644,Mill Park,City of Whittlesea
8657,-37.6956,144.76682,Sydenham,City of Brimbank
8658,-38.096097,145.1977662,Carrum Downs,City of Frankston
8659,-37.81568,144.95342,Melbourne,City of Melbourne
8660,-37.8368392,144.9974584,South Yarra,City of Stonnington
8661,-37.82116,144.9556,Melbourne,City of Melbourne
8662,-37.72565,144.92854,Pascoe Vale,City of Merri-bek
8663,-37.77228,144.92989,Moonee Ponds,City of Moonee Valley
8664,-37.87564,145.0628,Malvern East,City of Stonnington
8665,-37.92828,145.04729,Bentleigh,City of Glen Eira
8666,-37.79508,144.93934,North Melbourne,City of Melbourne
8667,-37.82463,144.96336,Southbank,City of Melbourne
8668,-37.81004,144.96156,Melbourne,City of Melbourne
8669,-37.82209,144.9523,Docklands,City of Melbourne
8670,-37.76574,144.96781,Brunswick,City of Merri-bek
8671,-37.80662,144.96691,Carlton,City of Melbourne
8672,-37.8082901,144.9608496,Melbourne,City of Melbourne
8673,-37.74996,145.69389,Warburton,Shire of Yarra Ranges
8674,-37.774228,144.87937,Maribyrnong,City of Maribyrnong
8675,-37.84304,144.97588,Melbourne,City of Port Phillip
8676,-37.84477,144.99286,South Yarra,City of Stonnington
8677,-37.81537,144.9527,Melbourne,City of Melbourne
8678,-37.7740888,144.9544395,Brunswick,City of Merri-bek
8679,-37.8216688,144.9509893,Docklands,City of Melbourne
8680,-37.8590955,144.9769309,St Kilda,City of Port Phillip
8681,-37.8248,144.96391,Southbank,City of Melbourne
8682,-37.8259245,144.9632974,Southbank,City of Melbourne
8683,-37.82462,144.95992,Southbank,City of Melbourne
8684,-37.8031,144.87015,West Footscray,City of Maribyrnong
8685,-37.69107,145.05853,Bundoora,City of Whittlesea
8686,-37.821652,144.9669056,Southbank,City of Melbourne
8687,-37.80313,144.86929,West Footscray,City of Maribyrnong
8688,-37.83781,144.99641,South Yarra,City of Stonnington
8689,-37.8102011,144.9588185,Melbourne,City of Melbourne
8690,-37.81154,144.94887,West Melbourne,City of Melbourne
8691,-37.8702635,145.0016119,St Kilda East,City of Glen Eira
8692,-37.7782304,144.9763557,Brunswick East,City of Merri-bek
8693,-37.86186,144.97967,St Kilda,City of Port Phillip
8694,-37.86315,144.97648,St Kilda,City of Port Phillip
8695,-37.8112936,144.9678227,Melbourne,City of Melbourne
8696,-38.12718,145.32833,Clyde,City of Casey
8697,-37.78133,144.88129,Maidstone,City of Maribyrnong
8698,-37.820727,144.9422649,Docklands,City of Melbourne
8699,-37.85666,144.97087,St Kilda West,City of Port Phillip
8700,-37.75239,145.32358,Chirnside Park,Shire of Yarra Ranges
8701,-37.76537,145.04364,Ivanhoe,City of Banyule
8702,-37.84805,144.97845,Melbourne,City of Port Phillip
8703,-37.81695568,144.9703477,Melbourne,City of Melbourne
8704,-37.838311,144.992687,South Yarra,City of Stonnington
8705,-37.76127,144.77438,Deer Park,City of Brimbank
8706,-37.83421,144.95849,South Melbourne,City of Port Phillip
8707,-37.82543,145.0086,Richmond,City of Yarra
8708,-38.06358,145.12085,Bonbeach,City of Kingston
8709,-37.8101564,144.9581958,Melbourne,City of Melbourne
8710,-37.75433,144.85276,Avondale Heights,City of Moonee Valley
8711,-37.85743,144.98644,St Kilda,City of Port Phillip
8712,-37.81166,144.95975,Melbourne,City of Melbourne
8713,-37.88235,145.29139,Ferntree Gully,City of Knox
