ID,latitude,longitude,suburb,municipality
3519,-38.05069,145.63097,Tynong North,Shire of Cardinia
3520,-37.88277,145.04819,Caulfield East,City of Glen Eira
3521,-37.84488,144.9868,South Yarra,City of Stonnington
3522,-37.78745,145.12689,Doncaster,City of Manningham
3523,-37.77853,144.995,Northcote,City of Darebin
3524,-37.82383,144.96311,Southbank,City of Melbourne
3525,-37.9048,144.60642,Werribee,City of Wyndham
3526,-37.8009,144.98456,Collingwood,City of Yarra
3527,-37.79211,145.00035,Clifton Hill,City of Yarra
3528,-37.82968,144.87213,South Kingsville,City of Hobsons Bay
3529,-37.7465,145.03882,Heidelberg West,City of Banyule
3530,-37.81392,144.95848,Melbourne,City of Melbourne
3531,-37.77541,144.88109,Maidstone,City of Maribyrnong
3532,-37.82125,144.96803,Southbank,City of Melbourne
3533,-37.77317,145.01253,Northcote,City of Darebin
3534,-37.84357,144.99676,South Yarra,City of Stonnington
3535,-37.93426,145.24077,Rowville,City of Knox
3536,-37.81884,144.95435,Melbourne,City of Melbourne
3537,-37.81432,144.95392,Melbourne,City of Melbourne
3538,-37.99383,145.232,Doveton,City of Casey
3539,-37.77284,144.90043,Ascot Vale,City of Moonee Valley
3540,-37.83338,145.12326,Box Hill South,City of Whitehorse
3541,-37.83726,144.94684,Port Melbourne,City of Port Phillip
3542,-37.8200426,144.9542909,Docklands,City of Melbourne
3543,-37.83748,144.9636,South Melbourne,City of Port Phillip
3544,-37.809113,144.96846,Melbourne,City of Melbourne
3545,-37.83287,144.96402,South Melbourne,City of Port Phillip
3546,-37.92884,145.26512,Rowville,City of Knox
3547,-37.79861,145.29328,Croydon,City of Maroondah
3548,-37.82391,144.9618,Southbank,City of Melbourne
3549,-37.79325,144.88168,West Footscray,City of Maribyrnong
3550,-37.86166,144.97506,St Kilda,City of Port Phillip
3551,-37.82665,144.95613,Southbank,City of Melbourne
3552,-37.85366,144.99582,Windsor,City of Stonnington
3553,-37.80782,144.89138,Seddon,City of Maribyrnong
3554,-37.79052,145.22935,Ringwood North,City of Maroondah
3555,-37.88287,145.04652,Caulfield East,City of Glen Eira
3556,-37.72308,145.0112,Reservoir,City of Darebin
3557,-37.79712,144.9472,North Melbourne,City of Melbourne
3558,-37.78503,144.93991,Parkville,City of Melbourne
3559,-37.79721,144.9482,North Melbourne,City of Melbourne
3560,-37.84663,144.97719,Melbourne,City of Port Phillip
3561,-37.81418,144.95529,Melbourne,City of Melbourne
3562,-37.87179,145.03638,Malvern,City of Stonnington
3563,-37.79759,144.94805,North Melbourne,City of Melbourne
3564,-37.807171,144.960373,Melbourne,City of Melbourne
3565,-37.88853,145.13771,Mount Waverley,City of Monash
3566,-37.7382,144.90709,Strathmore,City of Moonee Valley
3567,-37.8534,144.98299,Windsor,City of Port Phillip
3568,-37.82198,144.83812,Brooklyn,City of Hobsons Bay
3569,-37.79098,144.86625,West Footscray,City of Maribyrnong
3570,-37.96433,145.0168,Black Rock,City of Bayside
3571,-37.81403,144.94222,Docklands,City of Melbourne
3572,-37.814716,144.942017,Docklands,City of Melbourne
3573,-37.83645,144.96536,South Melbourne,City of Port Phillip
3574,-37.81425,144.95262,Melbourne,City of Melbourne
3575,-37.81307,144.9736,Melbourne,City of Melbourne
3576,-37.81236,144.95159,West Melbourne,City of Melbourne
3577,-37.82005,144.94313,Docklands,City of Melbourne
3578,-37.81509,144.88186,Yarraville,City of Maribyrnong
3579,-37.88459,144.99852,Elsternwick,City of Glen Eira
3580,-37.81125641,144.9564972,Melbourne,City of Melbourne
3581,-37.86827,145.18377,Glen Waverley,City of Monash
3582,-37.77373,145.29699,Croydon,City of Maroondah
3583,-37.98139,145.26338,Endeavour Hills,City of Casey
3584,-38.21535,145.37774,Tooradin,City of Casey
3585,-37.81092,144.97127,Melbourne,City of Melbourne
3586,-37.81843,145.00565,Richmond,City of Yarra
3587,-37.85569,145.36314,Olinda,Shire of Yarra Ranges
3588,-37.80324,144.96389,Carlton,City of Melbourne
3589,-37.8157,144.98432,East Melbourne,City of Melbourne
3590,-37.80887,145.00782,Abbotsford,City of Yarra
3591,-37.79968,144.99979,Abbotsford,City of Yarra
3592,-37.77216,144.95449,Brunswick,City of Merri-bek
3593,-37.48665,145.07195,Eden Park,City of Whittlesea
3594,-37.82525,144.96205,Southbank,City of Melbourne
3595,-37.8639,145.11328,Mount Waverley,City of Monash
3596,-37.67568,145.22161,Kangaroo Ground,Shire of Nillumbik
3597,-37.82954,144.88955,Spotswood,City of Hobsons Bay
3598,-37.58915,144.90157,Craigieburn,City of Hume
3599,-37.83754,144.96016,South Melbourne,City of Port Phillip
3600,-37.81022,144.96626,Melbourne,City of Melbourne
3601,-37.87829,144.73281,Point Cook,City of Wyndham
3602,-37.74234,144.80303,St Albans,City of Brimbank
3603,-37.79374,145.03808,Kew,City of Boroondara
3604,-37.80868,144.96156,Melbourne,City of Melbourne
3605,-37.82264,144.96422,Southbank,City of Melbourne
3606,-37.7965,144.98494,Collingwood,City of Yarra
3607,-37.82482,144.94502,Docklands,City of Melbourne
3608,-37.81432,144.9525,Melbourne,City of Melbourne
3609,-37.81347,144.96367,Melbourne,City of Melbourne
3610,-37.81312,144.95274,West Melbourne,City of Melbourne
3611,-37.700581,145.537949,Badger Creek,Shire of Yarra Ranges
3612,-37.81501,144.9541,Melbourne,City of Melbourne
3613,-37.86852,144.76443,Laverton,City of Hobsons Bay
3614,-37.77723,145.45665,Seville,Shire of Yarra Ranges
3615,-37.81643,144.95387,Melbourne,City of Melbourne
3616,-37.84371,145.0369,Kooyong,City of Stonnington
3617,-37.58759,144.90173,Craigieburn,City of Hume
3618,-37.57419,144.92433,Craigieburn,City of Hume
3619,-37.80962,144.96064,Melbourne,City of Melbourne
3620,-37.87083,144.9812,St Kilda,City of Port Phillip
3621,-37.6793,144.88973,Westmeadows,City of Hume
3622,-37.78928,144.9318,Kensington,City of Melbourne
3623,-37.72815,145.21394,North Warrandyte,Shire of Nillumbik
3624,-37.81052,144.96234,Melbourne,City of Melbourne
3625,-37.84022,144.96082,South Melbourne,City of Port Phillip
3626,-37.82168,145.24838,Heathmont,City of Maroondah
3627,-37.75811,145.06291,Heidelberg,City of Banyule
3628,-37.65541,145.51724,Healesville,Shire of Yarra Ranges
3629,-37.82561,144.95736,Southbank,City of Melbourne
3630,-37.81558,144.96528,Melbourne,City of Melbourne
3631,-37.80271,144.90298,Footscray,City of Maribyrnong
3632,-37.87813,144.98159,Elwood,City of Port Phillip
3633,-37.79704,144.94955,North Melbourne,City of Melbourne
3634,-37.87067,145.05226,Malvern East,City of Stonnington
3635,-37.8151,144.95352,Melbourne,City of Melbourne
3636,-37.7461,144.79857,St Albans,City of Brimbank
3637,-37.81473,144.95323,Melbourne,City of Melbourne
3638,-37.85827,144.98148,St Kilda,City of Port Phillip
3639,-37.82773,144.96054,Southbank,City of Melbourne
3640,-37.87763,145.18149,Glen Waverley,City of Monash
3641,-37.86995,144.60996,Manor Lakes,City of Wyndham
3642,-37.83931,145.05886,Camberwell,City of Boroondara
3643,-37.57633,144.92309,Craigieburn,City of Hume
3644,-37.85981,144.98322,St Kilda,City of Port Phillip
3645,-37.78049,145.60288,Yarra Junction,Shire of Yarra Ranges
3646,-37.83504,144.99071,South Yarra,City of Stonnington
3647,-37.82578,144.95677,Southbank,City of Melbourne
3648,-37.70235,145.01379,Reservoir,City of Darebin
3649,-37.80011,144.97262,Carlton,City of Melbourne
3650,-37.86425,144.98705,St Kilda,City of Port Phillip
3651,-37.86783,145.18218,Glen Waverley,City of Monash
3652,-37.57536,144.92392,Craigieburn,City of Hume
3653,-37.8714,144.61336,Wyndham Vale,City of Wyndham
3654,-37.58876,144.90161,Craigieburn,City of Hume
3655,-37.81043,144.96187,Melbourne,City of Melbourne
3656,-38.02875,145.29218,Narre Warren South,City of Casey
3657,-37.81393,144.94492,Docklands,City of Melbourne
3658,-37.97755,145.54981,Gembrook,Shire of Cardinia
3659,-37.80145,144.94166,North Melbourne,City of Melbourne
3660,-37.81693,144.96503,Melbourne,City of Melbourne
3661,-37.76507,144.97013,Brunswick,City of Merri-bek
3662,-37.89584,145.08646,Hughesdale,City of Monash
3663,-37.82247,145.04347,Hawthorn,City of Boroondara
3664,-37.82319,145.04379,Hawthorn,City of Boroondara
3665,-37.48695,145.14921,Whittlesea,City of Whittlesea
3666,-37.91089,144.73511,Point Cook,City of Wyndham
3667,-37.82689,144.95938,Southbank,City of Melbourne
3668,-37.77808,144.88071,Maidstone,City of Maribyrnong
3669,-37.94748,145.48409,Cockatoo,Shire of Cardinia
3670,-37.82209,144.9638,Southbank,City of Melbourne
3671,-37.80911,144.96846,Melbourne,City of Melbourne
3672,-37.82337,145.04411,Hawthorn,City of Boroondara
3673,-37.95855,145.20073,Dandenong North,City of Greater Dandenong
3674,-37.76692,144.96399,Brunswick,City of Merri-bek
3675,-37.91102,145.04011,McKinnon,City of Glen Eira
3676,-37.8024,144.99979,Abbotsford,City of Yarra
3677,-37.86571,144.73634,Williams Landing,City of Wyndham
3678,-37.86643,144.7354,Williams Landing,City of Wyndham
3679,-37.80113,144.80933,Sunshine West,City of Brimbank
3680,-37.86233,144.98995,St Kilda,City of Port Phillip
3681,-37.824,144.96201,Southbank,City of Melbourne
3682,-37.82409,144.96512,Southbank,City of Melbourne
3683,-37.82684,144.95683,Southbank,City of Melbourne
3684,-37.86379,144.98333,St Kilda,City of Port Phillip
3685,-37.57516,144.925,Craigieburn,City of Hume
3686,-37.81525,144.95277,Melbourne,City of Melbourne
3687,-37.82829,144.95618,Docklands,City of Port Phillip
3688,-37.60577,145.43591,Dixons Creek,Shire of Yarra Ranges
3689,-37.86954,145.18256,Glen Waverley,City of Monash
3690,-37.82624,144.95723,Southbank,City of Melbourne
3691,-37.78023,144.9741,Carlton North,City of Yarra
3692,-37.74826,145.48273,Gruyere,Shire of Yarra Ranges
3693,-37.69485,145.06367,Bundoora,City of Banyule
3694,-37.80897,144.96727,Melbourne,City of Melbourne
3695,-37.81575,144.97092,Melbourne,City of Melbourne
3696,-37.75841,145.35835,Lilydale,Shire of Yarra Ranges
3697,-37.81569,144.95524,Melbourne,City of Melbourne
3698,-37.88272,145.04634,Caulfield East,City of Glen Eira
3699,-37.81118,144.96542,Melbourne,City of Melbourne
3700,-37.77439,145.03949,Ivanhoe,City of Banyule
3701,-37.8234,145.1935,Mitcham,City of Whitehorse
3702,-37.84915,144.98043,Melbourne,City of Melbourne
3703,-37.80932,144.96133,Melbourne,City of Melbourne
3704,-37.80794,144.9604,Melbourne,City of Melbourne
3705,-37.84933,144.66381,Tarneit,City of Wyndham
3706,-37.88892,145.08055,Hughesdale,City of Monash
3707,-37.77983,144.98235,Fitzroy North,City of Yarra
3708,-37.69815,145.09133,Watsonia North,City of Banyule
3709,-38.0767,145.12206,Carrum,City of Kingston
3710,-37.91067,144.98944,Brighton,City of Bayside
3711,-37.81142,144.96709,Melbourne,City of Melbourne
3712,-38.12001,145.15886,Frankston North,City of Frankston
3713,-37.81226,145.01329,Richmond,City of Yarra
3714,-37.86888,145.16197,Glen Waverley,City of Monash
3715,-37.85621,144.96799,St Kilda West,City of Port Phillip
3716,-37.88798,144.98788,Elwood,City of Port Phillip
3717,-37.7778,144.87987,Maidstone,City of Maribyrnong
3718,-37.8884,145.02268,Caulfield South,City of Glen Eira
3719,-37.78564,144.92527,Flemington,City of Moonee Valley
3720,-37.81536,144.86231,Yarraville,City of Maribyrnong
3721,-37.82601,144.9626,Southbank,City of Melbourne
3722,-37.81528,144.8629,Yarraville,City of Maribyrnong
3723,-37.85574,145.02689,Armadale,City of Stonnington
3724,-37.82094,144.96788,Southbank,City of Melbourne
3725,-37.81503,145.20911,Mitcham,City of Whitehorse
3726,-37.83544,145.06486,Camberwell,City of Boroondara
3727,-37.82238,144.96515,Southbank,City of Melbourne
3728,-37.81984,144.93872,Docklands,City of Melbourne
3729,-37.84825,145.36168,Olinda,Shire of Yarra Ranges
3730,-37.65741,145.51402,Healesville,Shire of Yarra Ranges
3731,-37.92965,145.01372,Brighton East,City of Bayside
3732,-37.79356,145.03792,Kew,City of Boroondara
3733,-37.84257,145.04911,Hawthorn East,City of Boroondara
3734,-37.84389,144.99495,South Yarra,City of Stonnington
3735,-37.82246,144.9633,Southbank,City of Melbourne
3736,-37.93289,145.13452,Clayton South,City of Kingston
3737,-37.94727,145.12412,Clayton South,City of Kingston
3738,-37.77615,144.97154,Brunswick East,City of Merri-bek
3739,-37.81753,144.96565,Melbourne,City of Melbourne
3740,-37.83654,144.99165,South Yarra,City of Stonnington
3741,-37.81833,145.12528,Box Hill,City of Whitehorse
3742,-37.77752,144.97191,Brunswick East,City of Merri-bek
3743,-37.9531,145.15544,Springvale,City of Greater Dandenong
3744,-37.81396,144.95466,Melbourne,City of Melbourne
3745,-37.85969,144.98615,St Kilda,City of Port Phillip
3746,-37.71839,145.09767,Greensborough,City of Banyule
3747,-38.06763,145.11998,Bonbeach,City of Kingston
3748,-37.82268,144.96653,Southbank,City of Melbourne
3749,-37.81365,144.9603,Melbourne,City of Melbourne
3750,-37.83877,144.97557,Melbourne,City of Port Phillip
3751,-37.76753,144.99515,Northcote,City of Darebin
3752,-37.8197,144.98975,Richmond,City of Yarra
3753,-37.84253,144.97704,Melbourne,City of Port Phillip
3754,-37.8997,145.03528,Caulfield South,City of Glen Eira
3755,-37.81425,144.95297,Melbourne,City of Melbourne
3756,-37.87482,145.06438,Malvern East,City of Stonnington
3757,-37.82988,144.96794,Southbank,City of Melbourne
3758,-37.830196,144.949951,South Melbourne,City of Port Phillip
3759,-37.68041,145.01179,Thomastown,City of Whittlesea
3760,-37.84815,145.36119,Olinda,Shire of Yarra Ranges
3761,-37.73375,145.03295,Preston,City of Darebin
3762,-37.76827,144.9793,Brunswick East,City of Merri-bek
3763,-37.93822,145.0435,Moorabbin,City of Kingston
3764,-37.80017,145.04076,Kew,City of Boroondara
3765,-37.69645,145.09082,Watsonia North,City of Banyule
3766,-37.82751,144.96075,Southbank,City of Melbourne
3767,-37.8121,144.9657,Melbourne,City of Melbourne
3768,-37.82203,145.03345,Hawthorn,City of Boroondara
3769,-37.81118,144.96739,Melbourne,City of Melbourne
3770,-37.76873,144.97976,Brunswick East,City of Merri-bek
3771,-37.7973,144.96971,Carlton,City of Melbourne
3772,-37.6993,144.88066,Tullamarine,City of Hume
3773,-37.85971,144.98354,St Kilda,City of Port Phillip
3774,-37.91518,145.36078,Belgrave,Shire of Yarra Ranges
3775,-37.80063,144.98508,Collingwood,City of Yarra
3776,-37.9698,145.04692,Cheltenham,City of Bayside
3777,-37.81861,144.96637,Melbourne,City of Melbourne
3778,-37.65206,145.0521,Mill Park,City of Whittlesea
3779,-37.98401,145.27226,Endeavour Hills,City of Casey
3780,-37.8121,144.9657,Melbourne,City of Melbourne
3781,-37.96175,145.16797,Noble Park,City of Greater Dandenong
3782,-37.82281,144.9649,Southbank,City of Melbourne
3783,-37.86067,144.97759,St Kilda,City of Port Phillip
3784,-37.81352,144.9882,East Melbourne,City of Melbourne
3785,-37.86999,144.65408,Tarneit,City of Wyndham
3786,-37.81627,144.95381,Melbourne,City of Melbourne
3787,-37.8199,144.94191,Docklands,City of Melbourne
3788,-37.74521,145.23378,Warrandyte,City of Manningham
3789,-37.86654,145.22483,Wantirna South,City of Knox
3790,-37.81207,144.96568,Melbourne,City of Melbourne
3791,-37.82505,145.00105,Richmond,City of Yarra
3792,-37.8033,144.98605,Collingwood,City of Yarra
3793,-37.82684,144.95683,Southbank,City of Melbourne
3794,-37.86388,144.98235,St Kilda,City of Port Phillip
3795,-37.98817,145.03396,Beaumaris,City of Bayside
3796,-37.861465,144.990402,St Kilda,City of Port Phillip
3797,-37.87254,144.98382,Elwood,City of Port Phillip
3798,-38.07198,145.14226,Patterson Lakes,City of Kingston
3799,-37.76353,144.95975,Brunswick,City of Merri-bek
3800,-37.81204,144.96564,Melbourne,City of Melbourne
3801,-37.70417,144.86933,Tullamarine,City of Hume
3802,-37.81615,144.97112,Melbourne,City of Melbourne
3803,-37.91072,144.72668,Point Cook,City of Wyndham
3804,-37.80548,144.96276,Carlton,City of Melbourne
3805,-37.80682,145.22224,Ringwood North,City of Maroondah
3806,-37.77793,144.9774,Brunswick East,City of Merri-bek
3807,-37.92268,145.02825,Bentleigh,City of Glen Eira
3808,-37.83957,144.9977,South Yarra,City of Stonnington
3809,-37.82324,144.96407,Southbank,City of Melbourne
3810,-37.81709,144.9526,Melbourne,City of Melbourne
3811,-37.80631,144.95997,Carlton,City of Melbourne
3812,-38.14081,145.15739,Frankston,City of Frankston
3813,-37.7777,144.8796,Maidstone,City of Maribyrnong
3814,-37.84309,145.16725,Forest Hill,City of Whitehorse
3815,-37.93961,145.05664,Moorabbin,City of Kingston
3816,-37.90795,145.0691,Bentleigh East,City of Glen Eira
3817,-37.81614,144.95223,Docklands,City of Melbourne
3818,-37.85644,144.75404,Williams Landing,City of Wyndham
3819,-37.85851,144.75235,Williams Landing,City of Wyndham
3820,-37.87746,144.75083,Point Cook,City of Wyndham
3821,-37.84431,145.00898,Toorak,City of Stonnington
3822,-37.94124,145.05734,Moorabbin,City of Kingston
3823,-37.93948,145.05664,Moorabbin,City of Kingston
3824,-37.84952,144.66171,Tarneit,City of Wyndham
3825,-37.87756,144.9849,Elwood,City of Port Phillip
3826,-37.81375,144.95526,Melbourne,City of Melbourne
3827,-37.74725,145.01084,Preston,City of Darebin
3828,-37.7806,145.6062,Yarra Junction,Shire of Yarra Ranges
3829,-37.89838,145.14864,Glen Waverley,City of Monash
3830,-37.81669,144.95325,Melbourne,City of Melbourne
3831,-37.80734,144.99033,Collingwood,City of Yarra
3832,-37.74346,144.92386,Essendon,City of Moonee Valley
3833,-37.86876,145.18251,Glen Waverley,City of Monash
3834,-37.8372,144.99265,South Yarra,City of Stonnington
3835,-37.76916,145.03525,Ivanhoe,City of Banyule
3836,-37.86858,144.97951,St Kilda,City of Port Phillip
3837,-37.86489,144.9794,St Kilda,City of Port Phillip
3838,-37.81992,144.94184,Docklands,City of Melbourne
3839,-37.75675,145.70676,Warburton,Shire of Yarra Ranges
3840,-37.83793,145.20621,Vermont,City of Whitehorse
3841,-37.81327,145.05625,Kew,City of Boroondara
3842,-37.6791,145.0506,Bundoora,City of Whittlesea
3843,-37.8896,144.77471,Point Cook,City of Wyndham
3844,-37.90873,144.7475,Point Cook,City of Wyndham
3845,-38.02134,145.33671,Berwick,City of Casey
3846,-37.86057,144.75476,Williams Landing,City of Wyndham
3847,-37.87321,144.98163,Elwood,City of Port Phillip
3848,-37.89165,144.77366,Point Cook,City of Wyndham
